Timestamp,Turbine Name,Active Power,Wind Speed
2026-02-03 11:42:35,WA332,4543.0 kW,15.2 m/s
2026-02-03 11:42:49,WA333,3600.3 kW,10.3 m/s
2026-02-03 11:42:57,WA401,4519.0 kW,13.0 m/s
2026-02-03 11:43:01,WA402,3943.6 kW,9.8 m/s
2026-02-03 11:43:15,WA403,4467.8 kW,7.6 m/s
2026-02-03 11:43:22,WA404,3075.3 kW,7.6 m/s
2026-02-03 11:43:25,WA405,1975.7 kW,5.9 m/s
2026-02-03 11:43:50,WA406,3377.1 kW,9.3 m/s
2026-02-03 11:43:53,WA408,3279.3 kW,8.0 m/s
2026-02-03 11:43:55,WA407,4106.9 kW,8.2 m/s
2026-02-03 11:44:22,WA409,2840.8 kW,8.8 m/s
2026-02-03 11:44:24,WA411,4465.8 kW,10.4 m/s
2026-02-03 11:44:24,WA410,4488.2 kW,8.9 m/s
2026-02-03 11:44:55,WA414,4524.8 kW,11.7 m/s
2026-02-03 11:44:57,WA413,4482.2 kW,10.1 m/s
2026-02-03 11:44:58,WA412,4242.9 kW,9.1 m/s
2026-02-03 11:45:23,WA415,2955.0 kW,7.8 m/s
2026-02-03 11:45:28,WA416,4502.5 kW,9.4 m/s
2026-02-03 11:45:31,WA417,4501.6 kW,10.6 m/s
2026-02-03 11:45:51,WA418,4488.2 kW,12.6 m/s
2026-02-03 11:45:55,WA419,4483.2 kW,8.8 m/s
2026-02-03 11:45:57,WA420,4481.4 kW,12.4 m/s
2026-02-03 11:46:17,WA421,4525.8 kW,11.5 m/s
2026-02-03 11:46:23,WA422,4481.8 kW,11.0 m/s
2026-02-03 11:46:24,WA423,4475.5 kW,11.6 m/s
2026-02-03 11:46:50,WA425,4515.2 kW,11.9 m/s
2026-02-03 11:46:55,WA426,4488.6 kW,8.4 m/s
2026-02-03 11:47:16,WA427,3993.2 kW,8.6 m/s
2026-02-03 11:47:17,WA428,4493.2 kW,11.3 m/s
2026-02-03 11:47:18,WA424,4497.5 kW,13.4 m/s
2026-02-03 11:47:46,WA431,4415.2 kW,10.6 m/s
2026-02-03 11:47:49,WA430,4535.7 kW,10.4 m/s
2026-02-03 11:47:49,WA429,4521.6 kW,11.3 m/s
2026-02-03 11:48:19,WA432,2378.8 kW,7.8 m/s
2026-02-03 11:48:22,WA433,1340.4 kW,5.7 m/s
2026-02-03 11:48:23,WA434,2193.2 kW,8.3 m/s
2026-02-03 11:50:54,WA101,2302.3 kW,7.0 m/s
2026-02-03 11:50:56,WA102,3243.0 kW,7.9 m/s
2026-02-03 11:50:57,WA103,2152.8 kW,10.0 m/s
2026-02-03 11:51:27,WA106,4529.8 kW,8.8 m/s
2026-02-03 11:51:28,WA105,4511.0 kW,11.1 m/s
2026-02-03 11:51:28,WA104,4559.4 kW,11.0 m/s
2026-02-03 11:51:56,WA107,4557.6 kW,7.9 m/s
2026-02-03 11:51:58,WA108,4553.1 kW,6.2 m/s
2026-02-03 11:51:59,WA109,4469.0 kW,11.4 m/s
2026-02-03 11:52:20,WA110,4517.8 kW,11.2 m/s
2026-02-03 11:52:27,WA111,4353.8 kW,11.1 m/s
2026-02-03 11:52:37,WA112,3772.2 kW,8.7 m/s
2026-02-03 11:52:40,WA113,4556.6 kW,11.0 m/s
2026-02-03 11:53:19,WA115,3233.5 kW,7.5 m/s
2026-02-03 11:54:15,WA114,3986.6 kW,8.6 m/s
2026-02-03 11:54:44,WA116,4492.4 kW,9.1 m/s
2026-02-03 11:56:16,WA117,4461.7 kW,10.8 m/s
2026-02-03 11:59:22,WA118,4476.4 kW,12.7 m/s
2026-02-03 11:59:22,WA119,3483.1 kW,9.8 m/s
2026-02-03 14:34:57,WA103,3081.8 kW,8.1 m/s
2026-02-03 14:34:58,WA101,2992.1 kW,8.3 m/s
2026-02-03 14:34:59,WA102,1884.2 kW,7.0 m/s
2026-02-03 14:35:44,WA104,4510.9 kW,10.7 m/s
2026-02-03 14:36:00,WA105,4123.9 kW,8.4 m/s
2026-02-03 14:36:01,WA106,4044.9 kW,8.8 m/s
2026-02-03 14:36:17,WA107,3062.6 kW,8.2 m/s
2026-02-03 14:37:02,WA108,4480.1 kW,7.9 m/s
2026-02-03 14:37:02,WA109,4490.2 kW,9.2 m/s
2026-02-03 14:37:19,WA110,4508.1 kW,9.9 m/s
2026-02-03 14:38:03,WA111,2938.9 kW,8.6 m/s
2026-02-03 14:38:04,WA112,4484.0 kW,8.7 m/s
2026-02-03 14:38:20,WA113,2958.0 kW,6.8 m/s
2026-02-03 14:38:57,WA116,2561.8 kW,8.5 m/s
2026-02-03 14:38:58,WA115,3976.9 kW,7.6 m/s
2026-02-03 14:38:58,WA114,3381.1 kW,8.4 m/s
2026-02-03 14:40:00,WA117,3604.5 kW,8.6 m/s
2026-02-03 14:40:00,WA118,2850.2 kW,8.2 m/s
2026-02-03 14:40:01,WA119,3209.8 kW,8.7 m/s
2026-02-03 14:40:35,WA120,2007.4 kW,5.8 m/s
2026-02-03 14:40:36,WA121,3103.3 kW,8.2 m/s
2026-02-03 14:40:37,WA122,2442.1 kW,7.8 m/s
2026-02-03 14:41:07,WA123,2477.5 kW,7.2 m/s
2026-02-03 14:41:09,WA124,2391.7 kW,7.4 m/s
2026-02-03 14:41:10,WA125,2813.6 kW,8.5 m/s
2026-02-03 14:41:39,WA126,3277.8 kW,7.6 m/s
2026-02-03 14:41:40,WA127,2620.4 kW,8.6 m/s
2026-02-03 14:41:40,WA128,2647.3 kW,7.3 m/s
2026-02-03 14:42:05,WA129,2722.2 kW,7.3 m/s
2026-02-03 14:42:09,WA130,1977.1 kW,6.5 m/s
2026-02-03 14:42:10,WA131,2683.8 kW,7.2 m/s
2026-02-03 14:42:33,WA132,1448.8 kW,5.6 m/s
2026-02-03 14:42:35,WA133,2191.9 kW,7.2 m/s
2026-02-03 14:42:36,WA134,2648.6 kW,6.8 m/s
2026-02-03 14:42:59,WA201,4540.5 kW,9.6 m/s
2026-02-03 14:43:04,WA203,4506.2 kW,11.2 m/s
2026-02-03 14:43:05,WA202,4499.8 kW,8.7 m/s
2026-02-03 14:43:26,WA204,4524.4 kW,9.9 m/s
2026-02-03 14:43:31,WA205,4505.1 kW,8.5 m/s
2026-02-03 14:43:32,WA206,3554.2 kW,8.2 m/s
2026-02-03 14:43:55,WA207,3683.1 kW,8.2 m/s
2026-02-03 14:43:57,WA208,2324.9 kW,4.8 m/s
2026-02-03 14:43:58,WA209,3704.8 kW,9.2 m/s
2026-02-03 14:44:22,WA210,1471.4 kW,9.3 m/s
2026-02-03 14:44:28,WA213,4515.9 kW,9.7 m/s
2026-02-03 14:44:29,WA211,3383.6 kW,7.2 m/s
2026-02-03 14:44:52,WA214,2136.9 kW,7.4 m/s
2026-02-03 14:44:55,WA215,2953.7 kW,8.6 m/s
2026-02-03 14:44:55,WA216,4535.5 kW,9.3 m/s
2026-02-03 14:45:25,WA217,1624.0 kW,6.6 m/s
2026-02-03 14:45:25,WA218,4451.8 kW,8.3 m/s
2026-02-03 14:45:26,WA219,4098.9 kW,8.9 m/s
2026-02-03 14:45:53,WA220,3366.1 kW,8.4 m/s
2026-02-03 14:45:54,WA222,4511.7 kW,10.1 m/s
2026-02-03 14:45:54,WA221,4493.6 kW,10.2 m/s
2026-02-03 14:46:25,WA223,4489.4 kW,10.4 m/s
2026-02-03 14:46:25,WA225,4031.6 kW,7.8 m/s
2026-02-03 14:46:26,WA224,3538.1 kW,8.1 m/s
2026-02-03 14:46:51,WA226,1851.0 kW,6.0 m/s
2026-02-03 14:46:53,WA227,3953.1 kW,8.7 m/s
2026-02-03 14:46:54,WA228,3068.5 kW,9.3 m/s
2026-02-03 14:47:19,WA229,4502.2 kW,12.9 m/s
2026-02-03 14:47:20,WA230,4522.4 kW,9.2 m/s
2026-02-03 14:47:21,WA231,4550.6 kW,12.8 m/s
2026-02-03 14:47:53,WA302,1246.2 kW,7.1 m/s
2026-02-03 14:47:53,WA301,1195.3 kW,4.0 m/s
2026-02-03 14:47:58,WA232,4503.8 kW,9.6 m/s
2026-02-03 14:48:19,WA303,1904.5 kW,7.8 m/s
2026-02-03 14:48:24,WA304,929.6 kW,4.6 m/s
2026-02-03 14:48:28,WA305,2512.3 kW,7.6 m/s
2026-02-03 14:48:47,WA306,2032.1 kW,7.5 m/s
2026-02-03 14:48:50,WA307,1213.3 kW,6.2 m/s
2026-02-03 14:48:57,WA308,4191.3 kW,8.1 m/s
2026-02-03 14:49:15,WA310,4055.3 kW,8.5 m/s
2026-02-03 14:49:16,WA309,3762.7 kW,8.7 m/s
2026-02-03 14:49:24,WA311,4420.2 kW,8.6 m/s
2026-02-03 14:49:41,WA313,2364.3 kW,6.9 m/s
2026-02-03 14:49:41,WA312,4510.7 kW,10.7 m/s
2026-02-03 14:49:50,WA314,3542.6 kW,8.4 m/s
2026-02-03 14:50:09,WA315,2944.4 kW,8.3 m/s
2026-02-03 14:50:10,WA316,2848.8 kW,8.1 m/s
2026-02-03 14:50:15,WA317,4086.6 kW,10.0 m/s
2026-02-03 14:50:34,WA319,1688.6 kW,7.3 m/s
2026-02-03 14:50:35,WA318,3280.5 kW,8.8 m/s
2026-02-03 14:50:43,WA320,2057.1 kW,8.0 m/s
2026-02-03 14:50:59,WA322,2666.3 kW,5.5 m/s
2026-02-03 14:50:59,WA321,2208.9 kW,7.8 m/s
2026-02-03 14:51:09,WA323,3674.6 kW,8.1 m/s
2026-02-03 14:51:28,WA324,4193.3 kW,9.2 m/s
2026-02-03 14:51:31,WA325,1893.7 kW,5.8 m/s
2026-02-03 14:51:34,WA326,3797.0 kW,9.8 m/s
2026-02-03 14:51:52,WA327,3780.5 kW,9.1 m/s
2026-02-03 14:51:58,WA328,1917.0 kW,8.1 m/s
2026-02-03 14:52:01,WA329,3571.1 kW,8.2 m/s
2026-02-03 14:52:16,WA330,4473.4 kW,10.8 m/s
2026-02-03 14:52:32,WA331,2893.9 kW,7.3 m/s
2026-02-03 14:52:34,WA332,2362.2 kW,6.5 m/s
2026-02-03 14:52:42,WA333,3138.1 kW,7.5 m/s
2026-02-03 14:52:59,WA401,3473.8 kW,9.1 m/s
2026-02-03 14:53:00,WA402,2257.3 kW,7.7 m/s
2026-02-03 14:53:08,WA403,3539.7 kW,8.9 m/s
2026-02-03 14:53:27,WA404,3161.8 kW,8.7 m/s
2026-02-03 14:53:28,WA405,1910.7 kW,7.0 m/s
2026-02-03 14:53:33,WA406,2879.5 kW,6.5 m/s
2026-02-03 14:53:50,WA407,3499.5 kW,8.4 m/s
2026-02-03 14:53:51,WA408,4493.6 kW,9.1 m/s
2026-02-03 14:54:01,WA409,4494.7 kW,9.5 m/s
2026-02-03 14:54:29,WA410,4513.6 kW,9.6 m/s
2026-02-03 14:54:31,WA411,4523.1 kW,11.7 m/s
2026-02-03 14:54:32,WA412,4525.9 kW,9.7 m/s
2026-02-03 14:54:57,WA413,4486.7 kW,11.4 m/s
2026-02-03 14:54:58,WA414,4227.4 kW,9.5 m/s
2026-02-03 14:54:59,WA415,1785.9 kW,5.9 m/s
2026-02-03 14:55:29,WA416,2457.8 kW,7.3 m/s
2026-02-03 14:55:29,WA417,4317.1 kW,9.5 m/s
2026-02-03 14:55:31,WA418,4518.0 kW,10.7 m/s
2026-02-03 14:55:56,WA419,4378.4 kW,9.6 m/s
2026-02-03 14:55:57,WA420,4507.9 kW,9.0 m/s
2026-02-03 14:55:59,WA421,4342.3 kW,9.4 m/s
2026-02-03 14:56:24,WA422,4395.1 kW,7.6 m/s
2026-02-03 14:56:25,WA423,2809.9 kW,9.3 m/s
2026-02-03 14:56:29,WA424,4500.1 kW,10.1 m/s
2026-02-03 14:56:50,WA425,3721.2 kW,8.4 m/s
2026-02-03 14:56:51,WA426,1210.4 kW,5.5 m/s
2026-02-03 14:56:54,WA427,3398.9 kW,8.5 m/s
2026-02-03 14:57:22,WA428,3011.3 kW,7.6 m/s
2026-02-03 14:57:22,WA429,2992.2 kW,7.1 m/s
2026-02-03 14:57:26,WA430,4072.2 kW,9.3 m/s
2026-02-03 14:57:45,WA431,1977.6 kW,7.2 m/s
2026-02-03 14:57:51,WA433,1001.5 kW,6.0 m/s
2026-02-03 14:57:55,WA432,611.0 kW,5.5 m/s
2026-02-03 14:58:10,WA434,336.8 kW,4.5 m/s
2026-02-03 15:00:41,WA101,1525.9 kW,5.9 m/s
2026-02-03 15:00:42,WA102,2756.3 kW,7.8 m/s
2026-02-03 15:00:47,WA103,1362.7 kW,6.6 m/s
2026-02-03 15:01:16,WA104,2681.2 kW,7.0 m/s
2026-02-03 15:01:18,WA105,4505.4 kW,10.2 m/s
2026-02-03 15:01:22,WA106,4496.5 kW,10.2 m/s
2026-02-03 15:01:48,WA107,3538.4 kW,10.6 m/s
2026-02-03 15:01:49,WA108,4524.2 kW,9.7 m/s
2026-02-03 15:01:51,WA109,3557.8 kW,8.3 m/s
2026-02-03 15:02:14,WA110,3821.0 kW,7.1 m/s
2026-02-03 15:02:16,WA111,4507.9 kW,10.1 m/s
2026-02-03 15:02:24,WA112,4503.4 kW,9.6 m/s
2026-02-03 15:02:36,WA113,2588.2 kW,8.8 m/s
2026-02-03 15:02:39,WA114,1467.3 kW,5.6 m/s
2026-02-03 15:02:50,WA115,3077.4 kW,7.5 m/s
2026-02-03 15:03:02,WA116,2843.0 kW,7.1 m/s
2026-02-03 15:03:04,WA117,4517.1 kW,8.7 m/s
2026-02-03 15:03:13,WA118,2716.0 kW,6.4 m/s
2026-02-03 15:03:28,WA119,3935.2 kW,9.4 m/s
2026-02-03 15:03:31,WA120,2777.4 kW,8.1 m/s
2026-02-03 15:03:38,WA121,1755.9 kW,7.0 m/s
2026-02-03 15:03:52,WA122,2629.2 kW,7.8 m/s
2026-02-03 15:03:54,WA123,1567.2 kW,5.3 m/s
2026-02-03 15:04:02,WA124,1338.7 kW,3.0 m/s
2026-02-03 15:04:14,WA125,1546.7 kW,6.1 m/s
2026-02-03 15:04:16,WA126,2227.1 kW,7.2 m/s
2026-02-03 15:04:27,WA127,2388.4 kW,7.5 m/s
2026-02-03 15:04:44,WA129,2409.1 kW,7.8 m/s
2026-02-03 15:04:45,WA128,2204.6 kW,5.9 m/s
2026-02-03 15:04:52,WA130,1408.0 kW,6.7 m/s
2026-02-03 15:05:11,WA131,945.7 kW,4.9 m/s
2026-02-03 15:05:12,WA132,2339.5 kW,8.4 m/s
2026-02-03 15:05:19,WA133,3542.1 kW,8.9 m/s
2026-02-03 15:05:35,WA201,2045.0 kW,4.5 m/s
2026-02-03 15:05:35,WA134,3671.9 kW,8.4 m/s
2026-02-03 15:05:44,WA202,1921.0 kW,7.0 m/s
2026-02-03 15:06:01,WA203,3653.5 kW,9.0 m/s
2026-02-03 15:06:03,WA204,4501.9 kW,9.4 m/s
2026-02-03 15:06:08,WA205,4567.4 kW,10.4 m/s
