Timestamp,Turbine Name,Active Power,Wind Speed
2026-02-01 13:27:15,WA401,545.4 kW,6.3 m/s
2026-02-01 13:27:24,WA402,745.8 kW,7.8 m/s
2026-02-01 13:27:29,WA403,1158.4 kW,7.2 m/s
2026-02-01 13:27:41,WA404,2092.6 kW,7.3 m/s
2026-02-01 13:27:48,WA405,1105.2 kW,8.5 m/s
2026-02-01 13:27:55,WA406,1947.2 kW,7.1 m/s
2026-02-01 13:28:07,WA407,932.6 kW,7.2 m/s
2026-02-01 13:28:15,WA408,1259.7 kW,6.2 m/s
2026-02-01 13:28:20,WA409,2680.2 kW,8.4 m/s
2026-02-01 13:28:34,WA410,2560.2 kW,7.8 m/s
2026-02-01 13:28:36,WA411,2864.8 kW,6.6 m/s
2026-02-01 13:28:45,WA412,3840.6 kW,9.4 m/s
2026-02-01 13:28:57,WA413,2680.1 kW,8.4 m/s
2026-02-01 13:29:02,WA414,2480.7 kW,7.9 m/s
2026-02-01 13:29:11,WA415,1797.6 kW,7.3 m/s
2026-02-01 13:29:22,WA416,3808.8 kW,9.6 m/s
2026-02-01 13:29:31,WA417,2805.0 kW,7.0 m/s
2026-02-01 13:29:40,WA418,2713.9 kW,8.4 m/s
2026-02-01 13:29:49,WA419,2279.2 kW,8.7 m/s
2026-02-01 13:29:56,WA420,2072.0 kW,4.9 m/s
2026-02-01 13:30:04,WA421,4470.2 kW,9.8 m/s
2026-02-01 13:30:21,WA422,4023.5 kW,7.6 m/s
2026-02-01 13:30:24,WA423,1877.1 kW,5.7 m/s
2026-02-01 13:30:29,WA424,3749.5 kW,8.8 m/s
2026-02-01 13:30:49,WA426,1735.8 kW,6.1 m/s
2026-02-01 13:30:50,WA425,1227.1 kW,6.2 m/s
2026-02-01 13:30:59,WA427,3920.0 kW,9.5 m/s
2026-02-01 13:31:20,WA429,3378.9 kW,7.9 m/s
2026-02-01 13:31:23,WA428,2985.5 kW,10.1 m/s
2026-02-01 13:31:31,WA430,3912.2 kW,8.4 m/s
2026-02-01 13:31:51,WA431,2998.2 kW,6.8 m/s
2026-02-01 13:31:56,WA432,189.3 kW,6.5 m/s
2026-02-01 13:31:58,WA433,699.3 kW,7.8 m/s
2026-02-01 13:32:13,WA434,2609.2 kW,8.9 m/s
2026-02-01 13:34:48,WA103,3100.9 kW,8.9 m/s
2026-02-01 13:34:49,WA102,2732.1 kW,9.6 m/s
2026-02-01 13:34:49,WA101,1787.2 kW,9.3 m/s
